text,label
爱民区,"['NA', 'NA', 'qū']"
爱沙尼亚,"['NA', 'shā', 'NA', 'NA']"
爱漂亮,"['NA', 'piào', 'NA']"
爱称,"['NA', 'chēng']"
爱经,"['NA', 'jīng']"
爱莫利维尔,"['NA', 'mò', 'NA', 'NA', 'NA']"
爱莫能助,"['NA', 'mò', 'NA', 'NA']"
爱辉区,"['NA', 'NA', 'qū']"
爱达荷,"['NA', 'NA', 'hé']"
爱达荷州,"['NA', 'NA', 'hé', 'NA']"
爵士乐,"['NA', 'NA', 'yuè']"
爵士音乐,"['NA', 'NA', 'NA', 'yuè']"
父兄,"['fù', 'NA']"
父女,"['fù', 'NA']"
父子,"['fù', 'NA']"
父慈子孝,"['fù', 'NA', 'NA', 'NA']"
父执辈,"['fù', 'NA', 'NA']"
父权制,"['fù', 'NA', 'NA']"
父母,"['fù', 'NA']"
父母双亡,"['fù', 'NA', 'NA', 'NA']"
父爱,"['fù', 'NA']"
父老,"['fù', 'NA']"
父辈,"['fù', 'NA']"
爹地,"['NA', 'dì']"
爽当,"['NA', 'dāng']"
爽心美食,"['NA', 'NA', 'NA', 'shí']"
爽然若失,"['NA', 'NA', 'ruò', 'NA']"
爽约,"['NA', 'yuē']"
片儿,"['piān', 'NA']"
片儿警,"['piàn', 'NA', 'NA']"
片刻,"['piàn', 'NA']"
片剂,"['piān', 'NA']"
片名,"['piān', 'NA']"
片子,"['piān', 'NA']"
片岩,"['piàn', 'NA']"
片断,"['piàn', 'NA']"
片时,"['piàn', 'NA']"
片段,"['piàn', 'NA']"
片面,"['piàn', 'NA']"
版权所有,"['NA', 'NA', 'NA', 'yǒu']"
版筑,"['NA', 'zhù']"
牌价,"['NA', 'jià']"
牌号,"['NA', 'hào']"
牌坊,"['NA', 'fāng']"
牌戏,"['NA', 'xì']"
牙冠,"['NA', 'guān']"
牙刷,"['NA', 'shuā']"
牙克石,"['NA', 'NA', 'shí']"
牙关紧闭症,"['NA', 'NA', 'NA', 'NA', 'zhèng']"
牙祭,"['NA', 'jì']"
牙缝,"['NA', 'fèng']"
牙缝儿,"['NA', 'fèng', 'NA']"
牙膏,"['NA', 'gāo']"
牙菌斑,"['NA', 'jūn', 'NA']"
牙行,"['NA', 'háng']"
牙龈,"['NA', 'yín']"
牙龈炎,"['NA', 'yín', 'NA']"
牛仔,"['NA', 'zǎi']"
牛仔布,"['NA', 'zǎi', 'NA']"
牛仔裤,"['NA', 'zǎi', 'NA']"
牛只,"['NA', 'zhī']"
牛头,"['NA', 'tóu']"
牛头㹴,"['NA', 'tóu', 'NA']"
牛头不对马嘴,"['NA', 'tóu', 'NA', 'NA', 'NA', 'NA']"
牛头梗,"['NA', 'tóu', 'NA']"
牛头犬,"['NA', 'tóu', 'NA']"
牛市,"['NA', 'shì']"
牛排,"['NA', 'pái']"
牛排餐厅,"['NA', 'pái', 'NA', 'NA']"
牛排馆,"['NA', 'pái', 'NA']"
牛津大学,"['NA', 'NA', 'dà', 'NA']"
牛百叶,"['NA', 'NA', 'yè']"
牛皮色,"['NA', 'NA', 'sè']"
牛肉干,"['NA', 'NA', 'gān']"
牛脊肉,"['NA', 'jǐ', 'NA']"
牛衣对泣,"['NA', 'yī', 'NA', 'NA']"
牛角,"['NA', 'jiǎo']"
牛角包,"['NA', 'jiǎo', 'NA']"
牛角椒,"['NA', 'jiǎo', 'NA']"
牛角面包,"['NA', 'jiǎo', 'NA', 'NA']"
牛郎,"['NA', 'láng']"
牛郎织女,"['NA', 'láng', 'NA', 'NA']"
牛顿,"['NA', 'dùn']"
牛顿力学,"['NA', 'dùn', 'NA', 'NA']"
牛饮,"['NA', 'yǐn']"
牛骥同槽,"['NA', 'NA', 'tóng', 'NA']"
牛骥同皂,"['NA', 'NA', 'tóng', 'NA']"
牛魔王,"['NA', 'NA', 'wáng']"
牟利,"['móu', 'NA']"
牟取,"['móu', 'NA']"
牟定,"['móu', 'NA']"
牟定县,"['móu', 'NA', 'NA']"
牟平,"['mù', 'NA']"
牡丹区,"['NA', 'NA', 'qū']"
牡丹卡,"['NA', 'NA', 'kǎ']"
牡丹坊,"['NA', 'NA', 'fāng']"
牡丹江市,"['NA', 'NA', 'NA', 'shì']"
牡丹虽好,"['NA', 'NA', 'NA', 'hǎo']"
牡丹虽好,"['NA', 'NA', 'NA', 'hǎo']"
牡丹虽好,"['NA', 'NA', 'NA', 'hǎo']"
牡丹虽好,"['NA', 'NA', 'NA', 'hǎo']"
牢什子,"['NA', 'shí', 'NA']"
牢笼,"['NA', 'lóng']"
牢靠妥当,"['NA', 'NA', 'NA', 'dàng']"
牧区,"['NA', 'qū']"
牧地,"['NA', 'dì']"
牧场,"['NA', 'chǎng']"
牧夫座,"['NA', 'fū', 'NA']"
牧畜,"['NA', 'xù']"
牧神节,"['NA', 'NA', 'jié']"
牧野区,"['NA', 'NA', 'qū']"
物以稀为贵,"['NA', 'NA', 'NA', 'wéi', 'NA']"
人以群分,"['NA', 'NA', 'NA', 'fēn']"
物价,"['NA', 'jià']"
物体,"['NA', 'tǐ']"
物化,"['NA', 'huà']"
物理化学,"['NA', 'NA', 'huà', 'NA']"
物理学家,"['NA', 'NA', 'NA', 'jiā']"
物理结构,"['NA', 'NA', 'jié', 'NA']"
物理量,"['NA', 'NA', 'liàng']"
物种,"['NA', 'zhǒng']"
物种起源,"['NA', 'zhǒng', 'NA', 'NA']"
物竞天择,"['NA', 'NA', 'NA', 'zé']"
物美价廉,"['NA', 'NA', 'jià', 'NA']"
物色,"['NA', 'sè']"
物质文明和精神文明,"['NA', 'NA', 'NA', 'NA', 'hé', 'NA', 'NA', 'NA', 'NA']"
牲体,"['NA', 'tǐ']"
牲畜,"['NA', 'chù']"
牲畜粪,"['NA', 'chù', 'NA']"
牵一发而动全身,"['NA', 'NA', 'fà', 'NA', 'NA', 'NA', 'NA']"
牵头,"['NA', 'tóu']"
牵引车,"['NA', 'NA', 'chē']"
牵强,"['NA', 'qiǎng']"
牵牛属,"['NA', 'NA', 'shǔ']"
牵着鼻子走,"['NA', 'zhe', 'NA', 'NA', 'NA']"
牵累,"['NA', 'lèi']"
牵羊担酒,"['NA', 'NA', 'dān', 'NA']"
牵肠挂肚,"['NA', 'NA', 'NA', 'dù']"
特为,"['NA', 'wèi']"
特价,"['NA', 'jià']"
特价菜,"['NA', 'jià', 'NA']"
特任,"['NA', 'rèn']"
特伦顿,"['NA', 'NA', 'dùn']"
特写,"['NA', 'xiě']"
特内里费,"['NA', 'NA', 'lǐ', 'NA']"
特别,"['NA', 'bié']"
特别客串,"['NA', 'bié', 'NA', 'NA']"
特别感谢,"['NA', 'bié', 'NA', 'NA']"
特别护理,"['NA', 'bié', 'NA', 'NA']"
特克斯和凯科斯群岛,"['NA', 'NA', 'NA', 'hé', 'NA', 'NA', 'NA', 'NA', 'NA']"
特克斯市,"['NA', 'NA', 'NA', 'shì']"
特化,"['NA', 'huà']"
特区,"['NA', 'qū']"
特卫强,"['NA', 'NA', 'qiáng']"
特地,"['NA', 'dì']"
特奥会,"['NA', 'NA', 'huì']"
特异选择,"['NA', 'NA', 'NA', 'zé']"
特征向量,"['NA', 'NA', 'NA', 'liàng']"
特征联合,"['NA', 'NA', 'NA', 'hé']"
特快车,"['NA', 'NA', 'chē']"
特技演员,"['NA', 'NA', 'NA', 'yuán']"
特护区,"['NA', 'NA', 'qū']"
特拉法尔加,"['NA', 'lā', 'NA', 'NA', 'NA']"
特指,"['NA', 'zhǐ']"
特提斯海,"['NA', 'tí', 'NA', 'NA']"
特斯拉,"['NA', 'NA', 'lā']"
特有,"['NA', 'yǒu']"
特殊函数,"['NA', 'NA', 'NA', 'shù']"
特殊关系,"['NA', 'NA', 'NA', 'xì']"
特派,"['NA', 'pài']"
特瓦族,"['NA', 'wǎ', 'NA']"
特种,"['NA', 'zhǒng']"
特种兵,"['NA', 'zhǒng', 'NA']"
特种警察,"['NA', 'zhòng', 'NA', 'NA']"
特种部队,"['NA', 'zhǒng', 'NA', 'NA']"
特立尼达和多巴哥,"['NA', 'NA', 'NA', 'NA', 'hé', 'NA', 'NA', 'NA']"
特立独行,"['NA', 'NA', 'NA', 'xíng']"
特约,"['NA', 'yuē']"
特约记者,"['NA', 'yuē', 'NA', 'NA']"
特罗多斯,"['NA', 'luó', 'NA', 'NA']"
特色,"['NA', 'sè']"
特解,"['NA', 'jiě']"
特许半导体,"['NA', 'NA', 'NA', 'NA', 'tǐ']"
特许经营,"['NA', 'NA', 'jīng', 'NA']"
特调,"['NA', 'tiáo']"
特长,"['NA', 'cháng']"
特雷莎,"['NA', 'NA', 'shā']"
牺牲打,"['NA', 'NA', 'dǎ']"
犀鸟,"['NA', 'niǎo']"
犁地,"['NA', 'dì']"
犁头,"['NA', 'tóu']"
犁骨,"['NA', 'gǔ']"
犄角,"['NA', 'jiǎo']"
犄角旮旯,"['NA', 'jiǎo', 'NA', 'NA']"
犍牛,"['jiān', 'NA']"
犟劲,"['NA', 'jìn']"
犟劲儿,"['NA', 'jìn', 'NA']"
犬夜叉,"['NA', 'NA', 'chà']"
犬种,"['NA', 'zhǒng']"
犯上,"['NA', 'shàng']"
犯不上,"['NA', 'NA', 'shàng']"
犯不着,"['NA', 'NA', 'zháo']"
犯劲,"['NA', 'jìn']"
犯罪现场,"['NA', 'NA', 'NA', 'chǎng']"
犯难,"['NA', 'nán']"
状语,"['NA', 'yǔ']"
犹大,"['NA', 'dà']"
犹大书,"['NA', 'dà', 'NA']"
犹太会堂,"['NA', 'NA', 'huì', 'NA']"
犹太教,"['NA', 'NA', 'jiào']"
犹太教堂,"['NA', 'NA', 'jiào', 'NA']"
犹未为晚,"['NA', 'NA', 'wéi', 'NA']"
狂妄自大,"['NA', 'NA', 'NA', 'dà']"
狂想曲,"['NA', 'NA', 'qǔ']"
狂暴,"['NA', 'bào']"
狂暴者,"['NA', 'bào', 'NA']"
狂欢节,"['NA', 'NA', 'jié']"
狂轰滥炸,"['NA', 'NA', 'NA', 'zhà']"
狂饮,"['NA', 'yǐn']"
狄奥多・阿多诺,"['NA', 'NA', 'NA', 'NA', 'ā', 'NA', 'NA']"
狄拉克,"['NA', 'lā', 'NA']"
狄更斯,"['NA', 'gēng', 'NA']"
狐狸尾巴,"['NA', 'NA', 'wěi', 'NA']"
狐臭,"['NA', 'chòu']"
狗交媾般,"['NA', 'NA', 'NA', 'bān']"
狗仔,"['NA', 'zǎi']"
狗仔式,"['NA', 'zǎi', 'NA']"
狗仔队,"['NA', 'zǎi', 'NA']"
狗刨,"['NA', 'páo']"
狗娘养的,"['NA', 'NA', 'NA', 'de']"
狗尾续貂,"['NA', 'wěi', 'NA', 'NA']"
狗屁不通,"['NA', 'NA', 'NA', 'tōng']"
狗改不了吃屎,"['NA', 'NA', 'NA', 'liǎo', 'NA', 'NA']"
狗玩儿的,"['NA', 'NA', 'NA', 'de']"
狗皮膏药,"['NA', 'NA', 'gāo', 'NA']"
狗窦大开,"['NA', 'NA', 'dà', 'NA']"
狗血,"['NA', 'xiě']"
狗逮老鼠,"['NA', 'dài', 'NA', 'NA']"
狗食袋,"['NA', 'shí', 'NA']"
狙刺,"['NA', 'cì']"
狞猫,"['NA', 'māo']"
独一无二,"['NA', 'NA', 'wú', 'NA']"
独体,"['NA', 'tǐ']"
独体字,"['NA', 'tǐ', 'NA']"
独创,"['NA', 'chuàng']"
独占,"['NA', 'zhàn']"
独在异乡为异客,"['NA', 'NA', 'NA', 'NA', 'wéi', 'NA', 'NA']"
独处,"['NA', 'chǔ']"
独夫,"['NA', 'fū']"
独夫民贼,"['NA', 'fū', 'NA', 'NA']"
独家,"['NA', 'jiā']"
独尊儒术,"['NA', 'NA', 'NA', 'shù']"
独属,"['NA', 'shǔ']"
独山子区,"['NA', 'NA', 'NA', 'qū']"
独居石,"['NA', 'NA', 'shí']"
独具只眼,"['NA', 'NA', 'zhī', 'NA']"
独当一面,"['NA', 'dāng', 'NA', 'NA']"
独断专行,"['NA', 'NA', 'NA', 'xíng']"
独断独行,"['NA', 'NA', 'NA', 'xíng']"
独有,"['NA', 'yǒu']"
独来独往,"['NA', 'NA', 'NA', 'wǎng']"
独联体,"['NA', 'NA', 'tǐ']"
独脚跳,"['NA', 'jiǎo', 'NA']"
独行,"['NA', 'xíng']"
独行侠,"['NA', 'xíng', 'NA']"
独角兽,"['NA', 'jiǎo', 'NA']"
独角鲸,"['NA', 'jiǎo', 'NA']"
独语,"['NA', 'yǔ']"
独轮车,"['NA', 'NA', 'chē']"
狭谷,"['NA', 'gǔ']"
狭路相逢,"['NA', 'NA', 'xiāng', 'NA']"
狭长,"['NA', 'cháng']"
狮子头,"['NA', 'NA', 'tóu']"
狮子山区,"['NA', 'NA', 'NA', 'qū']"
狮尾狒,"['NA', 'wěi', 'NA']"
狮虎兽,"['NA', 'hǔ', 'NA']"
狱卒,"['NA', 'zú']"
狸猫,"['NA', 'māo']"
狼号鬼哭,"['NA', 'háo', 'NA', 'NA']"
狼多肉少,"['NA', 'NA', 'NA', 'shǎo']"
狼头,"['NA', 'tou']"
狼奔豕突,"['NA', 'bēn', 'NA', 'NA']"
狼烟,"['NA', 'yān']"
狼烟四起,"['NA', 'yān', 'NA', 'NA']"
狼狈为奸,"['NA', 'NA', 'wéi', 'NA']"
狼藉,"['NA', 'jí']"
猇亭区,"['NA', 'NA', 'qū']"
猎头,"['NA', 'tóu']"
猎头人,"['NA', 'tóu', 'NA']"
猎奇,"['NA', 'qí']"
猎户座大星云,"['NA', 'NA', 'NA', 'dà', 'NA', 'NA']"
猎户臂,"['NA', 'NA', 'bì']"
猛一看,"['NA', 'NA', 'kàn']"
猛丁,"['NA', 'dīng']"
猛冲,"['NA', 'chōng']"
猛劲儿,"['NA', 'jìn', 'NA']"
猛可,"['NA', 'kě']"
猛地,"['NA', 'de']"
猛将,"['NA', 'jiàng']"
猛干,"['NA', 'gàn']"
猛打,"['NA', 'dǎ']"
猛虎,"['NA', 'hǔ']"
猜中,"['NA', 'zhòng']"
猜度,"['NA', 'duó']"
猜得透,"['NA', 'de', 'NA']"
猜谜儿,"['NA', 'mí', 'NA']"
猝发,"['NA', 'fā']"
猩红,"['NA', 'hóng']"
猩红热,"['NA', 'hóng', 'NA']"
猪仔包,"['NA', 'zǎi', 'NA']"
猪仔馆,"['NA', 'zǎi', 'NA']"
猪场,"['NA', 'chǎng']"
猪头,"['NA', 'tóu']"
猪八戒,"['NA', 'bā', 'NA']"
猪尾巴,"['NA', 'wěi', 'NA']"
猪扒,"['NA', 'pá']"
猪拱菌,"['NA', 'NA', 'jūn']"
猪排,"['NA', 'pái']"
猪水泡病,"['NA', 'NA', 'pào', 'NA']"
猪链球菌,"['NA', 'NA', 'NA', 'jūn']"
猪链球菌病,"['NA', 'NA', 'NA', 'jūn', 'NA']"
猫儿,"['māo', 'NA']"
猫儿山,"['māo', 'NA', 'NA']"
猫匿,"['māo', 'NA']"
猫叫声,"['māo', 'NA', 'NA']"
猫咪,"['māo', 'NA']"
猫哭老鼠,"['māo', 'NA', 'NA', 'NA']"
猫哭耗子,"['māo', 'NA', 'NA', 'NA']"
猫抓病,"['māo', 'NA', 'NA']"
猫熊,"['māo', 'NA']"
猫瘟,"['māo', 'NA']"
猫眼,"['māo', 'NA']"
猫眼儿,"['māo', 'NA', 'NA']"
猫科,"['māo', 'NA']"
猫腰,"['máo', 'NA']"
猫腻,"['māo', 'NA']"
猫雾族,"['māo', 'NA', 'NA']"
猫鼬,"['māo', 'NA']"
献上,"['NA', 'shàng']"
献殷勤,"['NA', 'yīn', 'NA']"
献祭,"['NA', 'jì']"
献血,"['NA', 'xuè']"
献血者,"['NA', 'xuè', 'NA']"
猴头菇,"['NA', 'tóu', 'NA']"
猴戏,"['NA', 'xì']"
猴王,"['NA', 'wáng']"
砌块,"['qì', 'NA']"
砌层,"['qì', 'NA']"
砌砖,"['qì', 'NA']"
砌砖工,"['qì', 'NA', 'NA']"
砌词捏控,"['qì', 'NA', 'NA', 'NA']"
砌路,"['qì', 'NA']"
砍价,"['NA', 'jià']"
砍大山,"['NA', 'dà', 'NA']"
砍头,"['NA', 'tóu']"
玄参,"['NA', 'shēn']"
玄奘,"['NA', 'zàng']"
玄武区,"['NA', 'NA', 'qū']"
玄石,"['NA', 'shí']"
玄秘,"['NA', 'mì']"
玄菟郡,"['NA', 'tù', 'NA']"
率先,"['shuài', 'NA']"
率尔操觚,"['shuài', 'NA', 'NA', 'NA']"
率然,"['shuài', 'NA']"
率由旧章,"['shuài', 'NA', 'NA', 'NA']"
率直,"['shuài', 'NA']"
率真,"['shuài', 'NA']"
率领,"['shuài', 'NA']"
玉夫座,"['NA', 'fū', 'NA']"
玉屏县,"['NA', 'píng', 'NA']"
玉川市,"['NA', 'NA', 'shì']"
玉州区,"['NA', 'NA', 'qū']"
玉树藏族自治州,"['NA', 'NA', 'zàng', 'NA', 'NA', 'NA', 'NA']"
玉普西隆,"['NA', 'NA', 'NA', 'lóng']"
玉林市,"['NA', 'NA', 'shì']"
玉泉区,"['NA', 'NA', 'qū']"
玉溪市,"['NA', 'NA', 'shì']"
玉皇大帝,"['NA', 'NA', 'dà', 'NA']"
玉石,"['NA', 'shí']"
玉米片,"['NA', 'NA', 'piàn']"
玉米糁,"['NA', 'NA', 'sǎn']"
玉米糖浆,"['NA', 'NA', 'NA', 'jiāng']"
玉荷包,"['NA', 'hé', 'NA']"
玉里,"['NA', 'lǐ']"
玉里镇,"['NA', 'lǐ', 'NA']"
玉门市,"['NA', 'NA', 'shì']"
玉露,"['NA', 'lù']"
王世充,"['wáng', 'NA', 'NA']"
王丹,"['wáng', 'NA']"
王五,"['wáng', 'NA']"
王仙芝,"['wáng', 'NA', 'NA']"
王伾,"['wáng', 'NA']"
王位,"['wáng', 'NA']"
王充,"['wáng', 'NA']"
王储,"['wáng', 'NA']"
王军霞,"['wáng', 'NA', 'NA']"
王光良,"['wáng', 'NA', 'NA']"
王力,"['wáng', 'NA']"
王力宏,"['wáng', 'NA', 'NA']"
王力雄,"['wáng', 'NA', 'NA']"
王励勤,"['wáng', 'NA', 'NA']"
王勃,"['wáng', 'NA']"
王叔文,"['wáng', 'NA', 'NA']"
王后,"['wáng', 'NA']"
王君如,"['wáng', 'NA', 'NA']"
王国,"['wáng', 'NA']"
王国维,"['wáng', 'NA', 'NA']"
王士禛,"['wáng', 'NA', 'NA']"
王太后,"['wáng', 'NA', 'NA']"
王妃,"['wáng', 'NA']"
王婆卖瓜,"['wáng', 'NA', 'NA', 'NA']"
王公,"['wáng', 'NA']"
王子,"['wáng', 'NA']"
王实甫,"['wáng', 'NA', 'NA']"
王室,"['wáng', 'NA']"
王宫,"['wáng', 'NA']"
王导,"['wáng', 'NA']"
王小波,"['wáng', 'NA', 'NA']"
王岱舆,"['wáng', 'NA', 'NA']"
王希孟,"['wáng', 'NA', 'NA']"
王平,"['wáng', 'NA']"
王府,"['wáng', 'NA']"
王府井,"['wáng', 'NA', 'NA']"
王座,"['wáng', 'NA']"
王建民,"['wáng', 'NA', 'NA']"
王弼,"['wáng', 'NA']"
王心凌,"['wáng', 'NA', 'NA']"
王明,"['wáng', 'NA']"
王昭君,"['wáng', 'NA', 'NA']"
王朔,"['wáng', 'NA']"
王权,"['wáng', 'NA']"
王楠,"['wáng', 'NA']"
王母,"['wáng', 'NA']"
王母娘娘,"['wáng', 'NA', 'NA', 'NA']"
王水,"['wáng', 'NA']"
王永民,"['wáng', 'NA', 'NA']"
王治郅,"['wáng', 'NA', 'NA']"
王法,"['wáng', 'NA']"
王洪文,"['wáng', 'NA', 'NA']"
王码,"['wáng', 'NA']"
王爷,"['wáng', 'NA']"
王牌,"['wáng', 'NA']"
王猛,"['wáng', 'NA']"
王益,"['wáng', 'NA']"
王祖贤,"['wáng', 'NA', 'NA']"
王禹偁,"['wáng', 'NA', 'NA']"
王维,"['wáng', 'NA']"
王羲之,"['wáng', 'NA', 'NA']"
王老五,"['wáng', 'NA', 'NA']"
王老吉,"['wáng', 'NA', 'NA']"
王肃,"['wáng', 'NA']"
王英,"['wáng', 'NA']"
王莽,"['wáng', 'NA']"
王选,"['wáng', 'NA']"
王道,"['wáng', 'NA']"
王震,"['wáng', 'NA']"
王顾左右而言他,"['wáng', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA']"
王颖,"['wáng', 'NA']"
玛丽,"['NA', 'lì']"
玛丽亚,"['NA', 'lì', 'NA']"
玛丽娅,"['NA', 'lì', 'NA']"
玛卡,"['NA', 'kǎ']"
玛奇朵,"['NA', 'qí', 'NA']"
玛家,"['NA', 'jiā']"
玛家乡,"['NA', 'jiā', 'NA']"
玛拉基书,"['NA', 'lā', 'NA', 'NA']"
玛拉基亚,"['NA', 'lā', 'NA', 'NA']"
玛曲,"['NA', 'qǔ']"
玛曲县,"['NA', 'qǔ', 'NA']"
玛雅,"['NA', 'yǎ']"
玛雅人,"['NA', 'yǎ', 'NA']"
玩乐,"['NA', 'lè']"
玩人丧德,"['NA', 'NA', 'sàng', 'NA']"
玩偶之家,"['NA', 'NA', 'NA', 'jiā']"
玩儿不转,"['NA', 'NA', 'NA', 'zhuàn']"
玩儿坏,"['NA', 'NA', 'huài']"
玩家,"['NA', 'jiā']"
玩兴,"['NA', 'xìng']"
玩具厂,"['NA', 'NA', 'chǎng']"
玩弄,"['NA', 'nòng']"
玩弄词藻,"['NA', 'nòng', 'NA', 'NA']"
玩物丧志,"['NA', 'NA', 'sàng', 'NA']"
环保斗士,"['NA', 'NA', 'dòu', 'NA']"
环化,"['NA', 'huà']"
环境影响评估,"['NA', 'NA', 'NA', 'NA', 'NA', 'gū']"
环境温度,"['NA', 'NA', 'NA', 'dù']"
环境行动主义,"['NA', 'NA', 'xíng', 'NA', 'NA', 'NA']"
环太平洋地震带,"['NA', 'NA', 'NA', 'NA', 'dì', 'NA', 'NA']"
环形结构,"['NA', 'NA', 'jié', 'NA']"
环江毛南族自治县,"['NA', 'NA', 'NA', 'nán', 'NA', 'NA', 'NA', 'NA']"
环状列石,"['NA', 'NA', 'NA', 'shí']"
环环相扣,"['NA', 'NA', 'xiāng', 'NA']"
环球化,"['NA', 'NA', 'huà']"
环球定位系统,"['NA', 'NA', 'NA', 'NA', 'xì', 'NA']"
环球旅行,"['NA', 'NA', 'NA', 'xíng']"
环绕,"['NA', 'rào']"
环翠区,"['NA', 'NA', 'qū']"
环节,"['NA', 'jié']"
环节动物,"['NA', 'jié', 'NA', 'NA']"
环节动物门,"['NA', 'jié', 'NA', 'NA', 'NA']"
现代化,"['NA', 'NA', 'huà']"
现代新儒家,"['NA', 'NA', 'NA', 'NA', 'jiā']"
现代派,"['NA', 'NA', 'pài']"
现代音乐,"['NA', 'NA', 'NA', 'yuè']"
现任,"['NA', 'rèn']"
现在分词,"['NA', 'NA', 'fēn', 'NA']"
现场,"['NA', 'chǎng']"
现场投注,"['NA', 'chǎng', 'NA', 'NA']"
现场报道,"['NA', 'chǎng', 'NA', 'NA']"
现场直播,"['NA', 'chǎng', 'NA', 'NA']"
现场视察,"['NA', 'chǎng', 'NA', 'NA']"
现有,"['NA', 'yǒu']"
现磨,"['NA', 'mó']"
现行,"['NA', 'xíng']"
现行犯,"['NA', 'xíng', 'NA']"
现货价,"['NA', 'NA', 'jià']"
现身说法,"['NA', 'NA', 'shuō', 'NA']"
现金周转,"['NA', 'NA', 'NA', 'zhuǎn']"
现金流转,"['NA', 'NA', 'NA', 'zhuǎn']"
现金流转表,"['NA', 'NA', 'NA', 'zhuǎn', 'NA']"
现金流量,"['NA', 'NA', 'NA', 'liàng']"
现金流量表,"['NA', 'NA', 'NA', 'liàng', 'NA']"
玳瑁壳,"['NA', 'NA', 'ké']"
玻尔兹曼,"['NA', 'NA', 'zī', 'NA']"
玻尿酸,"['NA', 'niào', 'NA']"
玻片,"['NA', 'piàn']"
玻璃体,"['NA', 'NA', 'tǐ']"
玻璃化,"['NA', 'NA', 'huà']"
玻璃市,"['NA', 'NA', 'shì']"
玻璃纤维,"['NA', 'NA', 'xiān', 'NA']"
玻璃钢,"['NA', 'NA', 'gāng']"
玻色子,"['NA', 'sè', 'NA']"
玻里尼西亚,"['NA', 'lǐ', 'NA', 'NA', 'NA']"
煎炸,"['NA', 'zhá']"
煎炸油,"['NA', 'zhá', 'NA']"
煎熬,"['NA', 'áo']"
煎牛扒,"['NA', 'NA', 'bā']"
煎猪扒,"['NA', 'NA', 'bā']"
煎蛋卷,"['NA', 'NA', 'juǎn']"
珂罗版,"['NA', 'luó', 'NA']"
珍奇,"['NA', 'qí']"
珍禽奇兽,"['NA', 'NA', 'qí', 'NA']"
珍藏,"['NA', 'cáng']"
珍重,"['NA', 'zhòng']"
珞巴语,"['NA', 'NA', 'yǔ']"
班上,"['NA', 'shàng']"
班主任,"['NA', 'NA', 'rèn']"
班什,"['NA', 'shí']"
班会,"['NA', 'huì']"
班务会,"['NA', 'NA', 'huì']"
班加罗尔,"['NA', 'NA', 'luó', 'NA']"
班台,"['NA', 'tái']"
班底,"['NA', 'dǐ']"
班期,"['NA', 'qī']"
班禅,"['NA', 'chán']"
班禅额尔德尼,"['NA', 'chán', 'NA', 'NA', 'NA', 'NA']"
班纪德,"['NA', 'jì', 'NA']"
班荆相对,"['NA', 'NA', 'xiāng', 'NA']"
班车,"['NA', 'chē']"
班达亚齐,"['NA', 'NA', 'NA', 'qí']"
班长,"['NA', 'zhǎng']"
班门弄斧,"['NA', 'NA', 'nòng', 'NA']"
班雅明,"['NA', 'yǎ', 'NA']"
珲春,"['hún', 'NA']"
珠三角,"['NA', 'NA', 'jiǎo']"
珠山区,"['NA', 'NA', 'qū']"
珠晖区,"['NA', 'NA', 'qū']"
珠江三角洲,"['NA', 'NA', 'NA', 'jiǎo', 'NA']"
珠流璧转,"['NA', 'NA', 'NA', 'zhuǎn']"
珠海市,"['NA', 'NA', 'shì']"
珠玉在侧,"['NA', 'NA', 'NA', 'cè']"
珠联璧合,"['NA', 'NA', 'NA', 'hé']"
球会,"['NA', 'huì']"
球体,"['NA', 'tǐ']"
球台,"['NA', 'tái']"
球员,"['NA', 'yuán']"
球场,"['NA', 'chǎng']"
球孢子菌病,"['NA', 'NA', 'NA', 'jūn', 'NA']"
球差,"['NA', 'chā']"
球弹,"['NA', 'dàn']"
球磨,"['NA', 'mó']"
球磨机,"['NA', 'mó', 'NA']"
球粒陨石,"['NA', 'NA', 'NA', 'shí']"
球芽甘蓝,"['NA', 'NA', 'NA', 'lán']"
球菌,"['NA', 'jūn']"
球腔菌,"['NA', 'NA', 'jūn']"
球面几何,"['NA', 'NA', 'jǐ', 'NA']"
理事会,"['NA', 'NA', 'huì']"
理事长,"['NA', 'NA', 'zhǎng']"
理会,"['NA', 'huì']"
理化,"['NA', 'huà']"
理化因素,"['NA', 'huà', 'NA', 'NA']"
理发,"['NA', 'fà']"
理发厅,"['NA', 'fà', 'NA']"
理发师,"['NA', 'fà', 'NA']"
理发店,"['NA', 'fà', 'NA']"
理发院,"['NA', 'fà', 'NA']"
理头,"['NA', 'tóu']"
理学家,"['NA', 'NA', 'jiā']"
理工大学,"['NA', 'NA', 'dà', 'NA']"
理应,"['NA', 'yīng']"
理当,"['NA', 'dāng']"
理性与感性,"['NA', 'NA', 'yǔ', 'NA', 'NA']"
理性知识,"['NA', 'NA', 'NA', 'shi']"
理性认识,"['NA', 'NA', 'NA', 'shi']"
理想化,"['NA', 'NA', 'huà']"
理所当然,"['NA', 'NA', 'dāng', 'NA']"
理据,"['NA', 'jù']"
理智,"['NA', 'zhì']"
理查,"['NA', 'chá']"
理查德,"['NA', 'chá', 'NA']"
理查森,"['NA', 'chá', 'NA']"
理气化痰,"['NA', 'NA', 'huà', 'NA']"
理神论,"['NA', 'NA', 'lùn']"
