十有八九,"['NA', 'yǒu', 'bā', 'NA']","['NA', 'yǒu', 'bā', 'NA']"
内八字脚,"['NA', 'bā', 'NA', 'jiǎo']","['NA', 'bā', 'NA', 'jiǎo']"
七老八十,"['qī', 'NA', 'bā', 'NA']","['qī', 'NA', 'bā', 'NA']"
七拼八凑,"['qī', 'NA', 'bā', 'NA']","['qī', 'NA', 'bā', 'NA']"
无照经营,"['wú', 'NA', 'jīng', 'NA']","['wú', 'NA', 'jīng', 'NA']"
无神论者,"['wú', 'NA', 'lùn', 'NA']","['wú', 'NA', 'lùn', 'NA']"
无独有偶,"['wú', 'NA', 'yǒu', 'NA']","['wú', 'NA', 'yǒu', 'NA']"
无法无天,"['wú', 'NA', 'wú', 'NA']","['wú', 'NA', 'wú', 'NA']"
无时无刻,"['wú', 'NA', 'wú', 'NA']","['wú', 'NA', 'wú', 'NA']"
无拘无束,"['wú', 'NA', 'wú', 'NA']","['wú', 'NA', 'wú', 'NA']"
无所不为,"['wú', 'NA', 'NA', 'wéi']","['wú', 'NA', 'NA', 'wéi']"
无情无义,"['wú', 'NA', 'wú', 'NA']","['wú', 'NA', 'wú', 'NA']"
无怨无悔,"['wú', 'NA', 'wú', 'NA']","['wú', 'NA', 'wú', 'NA']"
无忧无虑,"['wú', 'NA', 'wú', 'NA']","['wú', 'NA', 'wú', 'NA']"
无影无踪,"['wú', 'NA', 'wú', 'NA']","['wú', 'NA', 'wú', 'NA']"
无师自通,"['wú', 'NA', 'NA', 'tōng']","['wú', 'NA', 'NA', 'tōng']"
无关紧要,"['wú', 'NA', 'NA', 'yào']","['wú', 'NA', 'NA', 'yào']"
无壳蜗牛,"['wú', 'ké', 'NA', 'NA']","['wú', 'ké', 'NA', 'NA']"
无声无息,"['wú', 'NA', 'wú', 'NA']","['wú', 'NA', 'wú', 'NA']"
无地自容,"['wú', 'dì', 'NA', 'NA']","['wú', 'dì', 'NA', 'NA']"
无出其右,"['wú', 'NA', 'qí', 'NA']","['wú', 'NA', 'qí', 'NA']"
无冬无夏,"['wú', 'NA', 'wú', 'NA']","['wú', 'NA', 'wú', 'NA']"
无倚无靠,"['wú', 'NA', 'wú', 'NA']","['wú', 'NA', 'wú', 'NA']"
无依无靠,"['wú', 'NA', 'wú', 'NA']","['wú', 'NA', 'wú', 'NA']"
无休无止,"['wú', 'NA', 'wú', 'NA']","['wú', 'NA', 'wú', 'NA']"
无以为生,"['wú', 'NA', 'wéi', 'NA']","['wú', 'NA', 'wéi', 'NA']"
无以为报,"['wú', 'NA', 'wéi', 'NA']","['wú', 'NA', 'wéi', 'NA']"
旁若无人,"['NA', 'ruò', 'wú', 'NA']","['NA', 'ruò', 'wú', 'NA']"
战无不胜,"['NA', 'wú', 'NA', 'shèng']","['NA', 'wú', 'NA', 'shèng']"
战无不胜,"['NA', 'wú', 'NA', 'shèng']","['NA', 'wú', 'NA', 'shèng']"
战无不胜,"['NA', 'wú', 'NA', 'shèng']","['NA', 'wú', 'NA', 'shèng']"
愧悔无地,"['NA', 'NA', 'wú', 'dì']","['NA', 'NA', 'wú', 'dì']"
恣行无忌,"['NA', 'xíng', 'wú', 'NA']","['NA', 'xíng', 'wú', 'NA']"
当之无愧,"['dāng', 'NA', 'wú', 'NA']","['dāng', 'NA', 'wú', 'NA']"
当世无双,"['dāng', 'NA', 'wú', 'NA']","['dāng', 'NA', 'wú', 'NA']"
六神无主,"['liù', 'NA', 'wú', 'NA']","['liù', 'NA', 'wú', 'NA']"
奇丑无比,"['qí', 'NA', 'wú', 'NA']","['qí', 'NA', 'wú', 'NA']"
眼空无物,"['NA', 'kōng', 'wú', 'NA']","['NA', 'kōng', 'wú', 'NA']"
口无择言,"['NA', 'wú', 'zé', 'NA']","['NA', 'wú', 'zé', 'NA']"
功德无量,"['NA', 'NA', 'wú', 'liàng']","['NA', 'NA', 'wú', 'liàng']"
力大无穷,"['NA', 'dà', 'wú', 'NA']","['NA', 'dà', 'wú', 'NA']"
力大无比,"['NA', 'dà', 'wú', 'NA']","['NA', 'dà', 'wú', 'NA']"
前途无量,"['NA', 'NA', 'wú', 'liàng']","['NA', 'NA', 'wú', 'liàng']"
别无他法,"['bié', 'wú', 'NA', 'NA']","['bié', 'wú', 'NA', 'NA']"
体无完肤,"['tǐ', 'wú', 'NA', 'NA']","['tǐ', 'wú', 'NA', 'NA']"
熟能无惑,"['shú', 'NA', 'wú', 'NA']","['shú', 'NA', 'wú', 'NA']"
学术无涯,"['NA', 'shù', 'wú', 'NA']","['NA', 'shù', 'wú', 'NA']"
事无大小,"['NA', 'wú', 'dà', 'NA']","['NA', 'wú', 'dà', 'NA']"
举目无亲,"['NA', 'NA', 'wú', 'qīn']","['NA', 'NA', 'wú', 'qīn']"
与世无争,"['yǔ', 'NA', 'wú', 'NA']","['yǔ', 'NA', 'wú', 'NA']"
但求无过,"['NA', 'NA', 'wú', 'guò']","['NA', 'NA', 'wú', 'guò']"
不学无术,"['NA', 'NA', 'wú', 'shù']","['NA', 'NA', 'wú', 'shù']"
入地无门,"['NA', 'dì', 'wú', 'NA']","['NA', 'dì', 'wú', 'NA']"
上天无路,"['shàng', 'NA', 'wú', 'NA']","['shàng', 'NA', 'wú', 'NA']"
万<unk>无声,"['wàn', 'NA', 'wú', 'NA']","['wàn', 'NA', 'wú', 'NA']"
万无一失,"['wàn', 'wú', 'NA', 'NA']","['wàn', 'wú', 'NA', 'NA']"
万寿无疆,"['wàn', 'NA', 'wú', 'NA']","['wàn', 'NA', 'wú', 'NA']"
一之为甚,"['NA', 'NA', 'wéi', 'shèn']","['NA', 'NA', 'wéi', 'shèn']"
逼人太甚,"['NA', 'NA', 'NA', 'shèn']","['NA', 'NA', 'NA', 'shèn']"
腹<unk>甚宽,"['NA', 'NA', 'shèn', 'NA']","['NA', 'NA', 'shèn', 'NA']"
自视甚高,"['NA', 'NA', 'shèn', 'NA']","['NA', 'NA', 'shèn', 'NA']"
自奉甚俭,"['NA', 'NA', 'shèn', 'NA']","['NA', 'NA', 'shèn', 'NA']"
知之甚微,"['NA', 'NA', 'shèn', 'NA']","['NA', 'NA', 'shèn', 'NA']"
值得称赞,"['NA', 'de', 'chēng', 'NA']","['NA', 'de', 'chēng', 'NA']"
值得一提,"['NA', 'de', 'NA', 'tí']","['NA', 'de', 'NA', 'tí']"
未必见得,"['NA', 'NA', 'jiàn', 'dé']","['NA', 'NA', 'jiàn', 'dé']"
得鱼忘<unk>,"['dé', 'NA', 'wàng', 'NA']","['dé', 'NA', 'wàng', 'NA']"
得寸进尺,"['dé', 'NA', 'NA', 'chǐ']","['dé', 'NA', 'NA', 'chǐ']"
彼得里<unk>,"['NA', 'dé', 'lǐ', 'NA']","['NA', 'dé', 'lǐ', 'NA']"
安得拉邦,"['NA', 'dé', 'lā', 'NA']","['NA', 'dé', 'lā', 'NA']"
圣彼得堡,"['NA', 'NA', 'dé', 'bǎo']","['NA', 'NA', 'dé', 'bǎo']"
取得胜利,"['NA', 'dé', 'shèng', 'NA']","['NA', 'dé', 'shèng', 'NA']"
何以见得,"['NA', 'NA', 'jiàn', 'dé']","['NA', 'NA', 'jiàn', 'dé']"
不得要领,"['NA', 'dé', 'yào', 'NA']","['NA', 'dé', 'yào', 'NA']"
不当得利,"['NA', 'dāng', 'dé', 'NA']","['NA', 'dāng', 'dé', 'NA']"
渔翁得利,"['NA', 'NA', 'dé', 'NA']","['NA', 'NA', 'dé', 'NA']"
<unk>遥自得,"['NA', 'NA', 'NA', 'dé']","['NA', 'NA', 'NA', 'dé']"
轩轩自得,"['NA', 'NA', 'NA', 'dé']","['NA', 'NA', 'NA', 'dé']"
小食中心,"['NA', 'shí', 'zhōng', 'NA']","['NA', 'shí', 'zhōng', 'NA']"
大中学生,"['dà', 'zhōng', 'NA', 'NA']","['dà', 'zhōng', 'NA', 'NA']"
在真空中,"['NA', 'NA', 'kōng', 'zhōng']","['NA', 'NA', 'kōng', 'zhōng']"
囊中羞涩,"['náng', 'zhōng', 'NA', 'NA']","['náng', 'zhōng', 'NA', 'NA']"
囊中取物,"['náng', 'zhōng', 'NA', 'NA']","['náng', 'zhōng', 'NA', 'NA']"
华侨中学,"['huá', 'NA', 'zhōng', 'NA']","['huá', 'NA', 'zhōng', 'NA']"
<unk>中枯骨,"['NA', 'zhōng', 'NA', 'gǔ']","['NA', 'zhōng', 'NA', 'gǔ']"
中饱私囊,"['zhōng', 'NA', 'NA', 'náng']","['zhōng', 'NA', 'NA', 'náng']"
中途退场,"['zhōng', 'NA', 'NA', 'chǎng']","['zhōng', 'NA', 'NA', 'chǎng']"
中西合璧,"['zhōng', 'NA', 'hé', 'NA']","['zhōng', 'NA', 'hé', 'NA']"
中篇小说,"['zhōng', 'NA', 'NA', 'shuō']","['zhōng', 'NA', 'NA', 'shuō']"
中空玻璃,"['zhōng', 'kōng', 'NA', 'NA']","['zhōng', 'kōng', 'NA', 'NA']"
中源地震,"['zhōng', 'NA', 'dì', 'NA']","['zhōng', 'NA', 'dì', 'NA']"
中法新约,"['zhōng', 'NA', 'NA', 'yuē']","['zhōng', 'NA', 'NA', 'yuē']"
中沙群岛,"['zhōng', 'shā', 'NA', 'NA']","['zhōng', 'shā', 'NA', 'NA']"
中日关系,"['zhōng', 'NA', 'NA', 'xì']","['zhōng', 'NA', 'NA', 'xì']"
中式英语,"['zhōng', 'NA', 'NA', 'yǔ']","['zhōng', 'NA', 'NA', 'yǔ']"
中共九大,"['zhōng', 'NA', 'NA', 'dà']","['zhōng', 'NA', 'NA', 'dà']"
中共中央,"['zhōng', 'NA', 'zhōng', 'NA']","['zhōng', 'NA', 'zhōng', 'NA']"
中山狼传,"['zhōng', 'NA', 'NA', 'zhuàn']","['zhōng', 'NA', 'NA', 'zhuàn']"
中山大学,"['zhōng', 'NA', 'dà', 'NA']","['zhōng', 'NA', 'dà', 'NA']"
中央全会,"['zhōng', 'NA', 'NA', 'huì']","['zhōng', 'NA', 'NA', 'huì']"
中央军委,"['zhōng', 'NA', 'NA', 'wěi']","['zhōng', 'NA', 'NA', 'wěi']"
中国联通,"['zhōng', 'NA', 'NA', 'tōng']","['zhōng', 'NA', 'NA', 'tōng']"
中国作协,"['zhōng', 'NA', 'zuò', 'NA']","['zhōng', 'NA', 'zuò', 'NA']"
中国人大,"['zhōng', 'NA', 'NA', 'dà']","['zhōng', 'NA', 'NA', 'dà']"
中向性格,"['zhōng', 'NA', 'NA', 'gé']","['zhōng', 'NA', 'NA', 'gé']"
中古汉语,"['zhōng', 'NA', 'NA', 'yǔ']","['zhōng', 'NA', 'NA', 'yǔ']"
中原大学,"['zhōng', 'NA', 'dà', 'NA']","['zhōng', 'NA', 'dà', 'NA']"
中南半岛,"['zhōng', 'nán', 'NA', 'NA']","['zhōng', 'nán', 'NA', 'NA']"
中华民族,"['zhōng', 'huá', 'NA', 'NA']","['zhōng', 'huá', 'NA', 'NA']"
中华民国,"['zhōng', 'huá', 'NA', 'NA']","['zhōng', 'huá', 'NA', 'NA']"
中北大学,"['zhōng', 'NA', 'dà', 'NA']","['zhōng', 'NA', 'dà', 'NA']"
两个中国,"['NA', 'gè', 'zhōng', 'NA']","['NA', 'gè', 'zhōng', 'NA']"
不识一丁,"['NA', 'shí', 'NA', 'dīng']","['NA', 'shí', 'NA', 'dīng']"
丁零当啷,"['dīng', 'NA', 'dāng', 'NA']","['dīng', 'NA', 'dāng', 'NA']"
丁宠家庭,"['dīng', 'NA', 'jiā', 'NA']","['dīng', 'NA', 'jiā', 'NA']"
丁丁炒面,"['dīng', 'dīng', 'NA', 'NA']","['dīng', 'dīng', 'NA', 'NA']"
一丁不识,"['NA', 'dīng', 'NA', 'shí']","['NA', 'dīng', 'NA', 'shí']"
腰果鸡丁,"['NA', 'NA', 'NA', 'dīng']","['NA', 'NA', 'NA', 'dīng']"
诺丁汉郡,"['NA', 'dīng', 'NA', 'NA']","['NA', 'dīng', 'NA', 'NA']"
羟基丁酸,"['NA', 'NA', 'dīng', 'NA']","['NA', 'NA', 'dīng', 'NA']"
反应时间,"['NA', 'yīng', 'NA', 'jiān']","['NA', 'yīng', 'NA', 'jiān']"
应县木塔,"['yìng', 'NA', 'NA', 'tǎ']","['yìng', 'NA', 'NA', 'tǎ']"
化学反应,"['huà', 'NA', 'NA', 'yìng']","['huà', 'NA', 'NA', 'yìng']"
剂量效应,"['NA', 'liàng', 'NA', 'yìng']","['NA', 'liàng', 'NA', 'yìng']"
保长对应,"['NA', 'cháng', 'NA', 'yìng']","['NA', 'cháng', 'NA', 'yìng']"
保角对应,"['NA', 'jiǎo', 'NA', 'yìng']","['NA', 'jiǎo', 'NA', 'yìng']"
供不应求,"['gōng', 'NA', 'yìng', 'NA']","['gōng', 'NA', 'yìng', 'NA']"
万应灵丹,"['wàn', 'yìng', 'NA', 'NA']","['wàn', 'yìng', 'NA', 'NA']"
顺应天时,"['NA', 'yìng', 'NA', 'NA']","['NA', 'yìng', 'NA', 'NA']"
顺应不良,"['NA', 'yìng', 'NA', 'NA']","['NA', 'yìng', 'NA', 'NA']"
随机效应,"['NA', 'NA', 'NA', 'yìng']","['NA', 'NA', 'NA', 'yìng']"
随机应变,"['NA', 'NA', 'yìng', 'NA']","['NA', 'NA', 'yìng', 'NA']"
链式反应,"['NA', 'NA', 'NA', 'yìng']","['NA', 'NA', 'NA', 'yìng']"
连锁反应,"['NA', 'NA', 'NA', 'yìng']","['NA', 'NA', 'NA', 'yìng']"
轰动效应,"['NA', 'NA', 'NA', 'yìng']","['NA', 'NA', 'NA', 'yìng']"
超敏反应,"['NA', 'NA', 'NA', 'yìng']","['NA', 'NA', 'NA', 'yìng']"
词频效应,"['NA', 'NA', 'NA', 'yìng']","['NA', 'NA', 'NA', 'yìng']"
词优效应,"['NA', 'NA', 'NA', 'yìng']","['NA', 'NA', 'NA', 'yìng']"
<unk>蝶效应,"['NA', 'NA', 'NA', 'yìng']","['NA', 'NA', 'NA', 'yìng']"
虚应故事,"['NA', 'yìng', 'NA', 'NA']","['NA', 'yìng', 'NA', 'NA']"
聚变反应,"['NA', 'NA', 'NA', 'yìng']","['NA', 'NA', 'NA', 'yìng']"
网路应用,"['NA', 'NA', 'yìng', 'NA']","['NA', 'NA', 'yìng', 'NA']"
紧急应变,"['NA', 'NA', 'yìng', 'NA']","['NA', 'NA', 'yìng', 'NA']"
穷于应付,"['NA', 'NA', 'yìng', 'NA']","['NA', 'NA', 'yìng', 'NA']"
积极反应,"['NA', 'NA', 'NA', 'yìng']","['NA', 'NA', 'NA', 'yìng']"
确定效应,"['NA', 'NA', 'NA', 'yìng']","['NA', 'NA', 'NA', 'yìng']"
驮运路<pad>,"['tuó', 'NA', 'NA', '<pad>']","['tuó', 'NA', 'NA', '<pad>']"
阆风<unk><pad>,"['láng', 'NA', 'NA', '<pad>']","['láng', 'NA', 'wù', '<pad>']"
香蕉人<pad>,"['NA', 'jiāo', 'NA', '<pad>']","['NA', 'jiāo', 'NA', '<pad>']"
稍早时<pad>,"['shāo', 'NA', 'NA', '<pad>']","['shāo', 'NA', 'NA', '<pad>']"
瞭望哨<pad>,"['liào', 'NA', 'NA', '<pad>']","['liào', 'NA', 'NA', '<pad>']"
蒸馏酒<pad>,"['NA', 'liú', 'NA', '<pad>']","['NA', 'liú', 'NA', '<pad>']"
疟疾病<pad>,"['nüè', 'NA', 'NA', '<pad>']","['nüè', 'NA', 'NA', '<pad>']"
献殷勤<pad>,"['NA', 'yīn', 'NA', '<pad>']","['NA', 'yīn', 'NA', '<pad>']"
槟榔屿<pad>,"['bīng', 'NA', 'NA', '<pad>']","['bīng', 'NA', 'NA', '<pad>']"
铅管工<pad>,"['qiān', 'NA', 'NA', '<pad>']","['qiān', 'NA', 'NA', '<pad>']"
铅笔盒<pad>,"['qiān', 'NA', 'NA', '<pad>']","['qiān', 'NA', 'NA', '<pad>']"
铅笔刀<pad>,"['qiān', 'NA', 'NA', '<pad>']","['qiān', 'NA', 'NA', '<pad>']"
掏腰包<pad>,"['tāo', 'NA', 'NA', '<pad>']","['tāo', 'NA', 'NA', '<pad>']"
清拆户<pad>,"['NA', 'chāi', 'NA', '<pad>']","['NA', 'chāi', 'NA', '<pad>']"
管扳手<pad>,"['NA', 'bān', 'NA', '<pad>']","['NA', 'bān', 'NA', '<pad>']"
澎湖岛<pad>,"['péng', 'NA', 'NA', '<pad>']","['péng', 'NA', 'NA', '<pad>']"
澎湖县<pad>,"['péng', 'NA', 'NA', '<pad>']","['péng', 'NA', 'NA', '<pad>']"
颤<unk><unk><pad>,"['chàn', 'NA', 'NA', '<pad>']","['chàn', 'NA', 'NA', '<pad>']"
黄宾虹<pad>,"['NA', 'NA', 'hóng', '<pad>']","['NA', 'NA', 'hóng', '<pad>']"
咯咯笑<pad>,"['gē', 'gē', 'NA', '<pad>']","['gē', 'gē', 'NA', '<pad>']"
苦艾酒<pad>,"['NA', 'ài', 'NA', '<pad>']","['NA', 'ài', 'NA', '<pad>']"
蹲苦窑<pad>,"['dūn', 'NA', 'NA', '<pad>']","['dūn', 'NA', 'NA', '<pad>']"
陈水扁<pad>,"['NA', 'NA', 'biǎn', '<pad>']","['NA', 'NA', 'biǎn', '<pad>']"
阙特勤<pad>,"['quē', 'NA', 'NA', '<pad>']","['quē', 'NA', 'NA', '<pad>']"
锦屏县<pad>,"['NA', 'píng', 'NA', '<pad>']","['NA', 'píng', 'NA', '<pad>']"
<unk>光屏<pad>,"['NA', 'NA', 'píng', '<pad>']","['NA', 'NA', 'píng', '<pad>']"
挑逗性<pad>,"['tiǎo', 'NA', 'NA', '<pad>']","['tiǎo', 'NA', 'NA', '<pad>']"
挑花眼<pad>,"['tiǎo', 'NA', 'NA', '<pad>']","['tiǎo', 'NA', 'NA', '<pad>']"
笑<unk><unk><pad>,"['NA', '<unk>', '<unk>', '<pad>']","['NA', 'NA', 'NA', '<pad>']"
缝针迹<pad>,"['féng', 'NA', 'NA', '<pad>']","['féng', 'NA', 'NA', '<pad>']"
煎炸油<pad>,"['NA', 'zhá', 'NA', '<pad>']","['NA', 'zhá', 'NA', '<pad>']"
炸酱面<pad>,"['zhá', 'NA', 'NA', '<pad>']","['zhá', 'NA', 'NA', '<pad>']"
<unk>钉枪<pad>,"['NA', 'dīng', 'NA', '<pad>']","['NA', 'dīng', 'NA', '<pad>']"
起皱纹<pad>,"['NA', 'NA', 'wén', '<pad>']","['NA', 'NA', 'wén', '<pad>']"
缎纹织<pad>,"['NA', 'wén', 'NA', '<pad>']","['NA', 'wén', 'NA', '<pad>']"
腐殖酸<pad>,"['NA', 'zhí', 'NA', '<pad>']","['NA', 'zhí', 'NA', '<pad>']"
腐殖土<pad>,"['NA', 'zhí', 'NA', '<pad>']","['NA', 'zhí', 'NA', '<pad>']"
象拔蚌<pad>,"['NA', 'NA', 'bàng', '<pad>']","['NA', 'NA', 'bàng', '<pad>']"
气吁吁<pad>,"['NA', 'xū', 'xū', '<pad>']","['NA', 'xū', 'xū', '<pad>']"
煎猪扒<pad>,"['NA', 'NA', 'bā', '<pad>']","['NA', 'NA', 'bā', '<pad>']"
黑颈鹤<pad>,"['NA', 'jǐng', 'NA', '<pad>']","['NA', 'jǐng', 'NA', '<pad>']"
梵哑铃<pad>,"['NA', 'yǎ', 'NA', '<pad>']","['NA', 'yǎ', 'NA', '<pad>']"
请喝茶<pad>,"['NA', 'hē', 'NA', '<pad>']","['NA', 'hē', 'NA', '<pad>']"
哗啦啦<pad>,"['huā', 'lā', 'lā', '<pad>']","['huā', 'lā', 'lā', '<pad>']"
鳄鱼夹<pad>,"['NA', 'NA', 'jiā', '<pad>']","['NA', 'NA', 'jiā', '<pad>']"
马扎尔<pad>,"['NA', 'zhā', 'NA', '<pad>']","['NA', 'zhā', 'NA', '<pad>']"
申扎县<pad>,"['NA', 'zhā', 'NA', '<pad>']","['NA', 'zhā', 'NA', '<pad>']"
洛扎县<pad>,"['NA', 'zhā', 'NA', '<pad>']","['NA', 'zhā', 'NA', '<pad>']"
荷泽寺<pad>,"['hé', 'NA', 'NA', '<pad>']","['hé', 'NA', 'NA', '<pad>']"
漂白剂<pad>,"['piǎo', 'NA', 'NA', '<pad>']","['piǎo', 'NA', 'NA', '<pad>']"
百日咳<pad>,"['NA', 'NA', 'ké', '<pad>']","['NA', 'NA', 'ké', '<pad>']"
拓<unk>魏<pad>,"['tuò', 'NA', 'NA', '<pad>']","['tuò', 'NA', 'NA', '<pad>']"
拓荒者<pad>,"['tuò', 'NA', 'NA', '<pad>']","['tuò', 'NA', 'NA', '<pad>']"
龈脓肿<pad>,"['yín', 'NA', 'NA', '<pad>']","['yín', 'NA', 'NA', '<pad>']"
龈擦音<pad>,"['yín', 'NA', 'NA', '<pad>']","['yín', 'NA', 'NA', '<pad>']"
燕麦粥<pad>,"['yàn', 'NA', 'zhōu', '<pad>']","['yàn', 'NA', 'zhōu', '<pad>']"
金丝燕<pad>,"['NA', 'NA', 'yàn', '<pad>']","['NA', 'NA', 'yàn', '<pad>']"
胡燕妮<pad>,"['NA', 'yān', 'NA', '<pad>']","['NA', 'yān', 'NA', '<pad>']"
鹅膏<unk><pad>,"['NA', 'gāo', 'NA', '<pad>']","['NA', 'gāo', 'NA', '<pad>']"
雪花膏<pad>,"['NA', 'NA', 'gāo', '<pad>']","['NA', 'NA', 'gāo', '<pad>']"
遮瑕膏<pad>,"['NA', 'NA', 'gāo', '<pad>']","['NA', 'NA', 'gāo', '<pad>']"
馆陶县<pad>,"['NA', 'táo', 'NA', '<pad>']","['NA', 'táo', 'NA', '<pad>']"
陶瓷器<pad>,"['táo', 'NA', 'NA', '<pad>']","['táo', 'NA', 'NA', '<pad>']"
输尿管<pad>,"['NA', 'niào', 'NA', '<pad>']","['NA', 'niào', 'NA', '<pad>']"
纸尿裤<pad>,"['NA', 'niào', 'NA', '<pad>']","['NA', 'niào', 'NA', '<pad>']"
纸尿布<pad>,"['NA', 'niào', 'NA', '<pad>']","['NA', 'niào', 'NA', '<pad>']"
刨笔刀<pad>,"['bào', 'NA', 'NA', '<pad>']","['bào', 'NA', 'NA', '<pad>']"
开创性<pad>,"['NA', 'chuàng', 'NA', '<pad>']","['NA', 'chuàng', 'NA', '<pad>']"
原创性<pad>,"['NA', 'chuàng', 'NA', '<pad>']","['NA', 'chuàng', 'NA', '<pad>']"
创造者<pad>,"['chuàng', 'NA', 'NA', '<pad>']","['chuàng', 'NA', 'NA', '<pad>']"
创造性<pad>,"['chuàng', 'NA', 'NA', '<pad>']","['chuàng', 'NA', 'NA', '<pad>']"
创造力<pad>,"['chuàng', 'NA', 'NA', '<pad>']","['chuàng', 'NA', 'NA', '<pad>']"
创记录<pad>,"['chuàng', 'NA', 'NA', '<pad>']","['chuàng', 'NA', 'NA', '<pad>']"
<unk>禅山<pad>,"['NA', 'chán', 'NA', '<pad>']","['NA', 'chán', 'NA', '<pad>']"
锯齿形<pad>,"['jù', 'NA', 'NA', '<pad>']","['jù', 'NA', 'NA', '<pad>']"
锯棕榈<pad>,"['jù', 'NA', 'NA', '<pad>']","['jù', 'NA', 'NA', '<pad>']"
锯木架<pad>,"['jù', 'NA', 'NA', '<pad>']","['jù', 'NA', 'NA', '<pad>']"
踢马刺<pad>,"['NA', 'NA', 'cì', '<pad>']","['NA', 'NA', 'cì', '<pad>']"
海刺芹<pad>,"['NA', 'cì', 'NA', '<pad>']","['NA', 'cì', 'NA', '<pad>']"
拼刺刀<pad>,"['NA', 'cì', 'NA', '<pad>']","['NA', 'cì', 'NA', '<pad>']"
腱鞘炎<pad>,"['NA', 'qiào', 'NA', '<pad>']","['NA', 'qiào', 'NA', '<pad>']"
除臭剂<pad>,"['NA', 'chòu', 'NA', '<pad>']","['NA', 'chòu', 'NA', '<pad>']"
滑溜溜<pad>,"['NA', 'liū', 'liū', '<pad>']","['NA', 'liū', 'liū', '<pad>']"
溜溜球<pad>,"['liū', 'liū', 'NA', '<pad>']","['liū', 'liū', 'NA', '<pad>']"
软泥儿<pad>,"['NA', 'ní', 'NA', '<pad>']","['NA', 'ní', 'NA', '<pad>']"
草泥马<pad>,"['NA', 'ní', 'NA', '<pad>']","['NA', 'ní', 'NA', '<pad>']"
白水泥<pad>,"['NA', 'NA', 'ní', '<pad>']","['NA', 'NA', 'ní', '<pad>']"
呼拉圈<pad>,"['NA', 'lā', 'quān', '<pad>']","['NA', 'lā', 'quān', '<pad>']"
呼啦圈<pad>,"['NA', 'lā', 'quān', '<pad>']","['NA', 'lā', 'quān', '<pad>']"
黑眼圈<pad>,"['NA', 'NA', 'quān', '<pad>']","['NA', 'NA', 'quān', '<pad>']"
凹面镜<pad>,"['āo', 'NA', 'NA', '<pad>']","['āo', 'NA', 'NA', '<pad>']"
凹透镜<pad>,"['āo', 'NA', 'NA', '<pad>']","['āo', 'NA', 'NA', '<pad>']"
逗趣儿<pad>,"['NA', 'qù', 'NA', '<pad>']","['NA', 'qù', 'NA', '<pad>']"
麦德蒙<pad>,"['NA', 'NA', 'méng', '<pad>']","['NA', 'NA', 'méng', '<pad>']"
雷蒙德<pad>,"['NA', 'méng', 'NA', '<pad>']","['NA', 'méng', 'NA', '<pad>']"
贺尔蒙<pad>,"['NA', 'NA', 'méng', '<pad>']","['NA', 'NA', 'méng', '<pad>']"
费洛蒙<pad>,"['NA', 'NA', 'méng', '<pad>']","['NA', 'NA', 'méng', '<pad>']"
蒙阴县<pad>,"['méng', 'NA', 'NA', '<pad>']","['méng', 'NA', 'NA', '<pad>']"
核爆炸<pad>,"['hé', 'NA', 'zhà', '<pad>']","['hé', 'NA', 'zhà', '<pad>']"
荔枝核<pad>,"['NA', 'NA', 'hé', '<pad>']","['NA', 'NA', 'hé', '<pad>']"
苹果核<pad>,"['NA', 'NA', 'hé', '<pad>']","['NA', 'NA', 'hé', '<pad>']"
盐埔乡<pad>,"['NA', 'bù', 'NA', '<pad>']","['NA', 'bù', 'NA', '<pad>']"
新埔镇<pad>,"['NA', 'bù', 'NA', '<pad>']","['NA', 'bù', 'NA', '<pad>']"
饮用水<pad>,"['yǐn', 'NA', 'NA', '<pad>']","['yǐn', 'NA', 'NA', '<pad>']"
饮水机<pad>,"['yǐn', 'NA', 'NA', '<pad>']","['yǐn', 'NA', 'NA', '<pad>']"
饮水器<pad>,"['yǐn', 'NA', 'NA', '<pad>']","['yǐn', 'NA', 'NA', '<pad>']"
水淋淋<pad>,"['NA', 'lín', 'lín', '<pad>']","['NA', 'lín', 'lín', '<pad>']"
麦淇淋<pad>,"['NA', 'NA', 'lín', '<pad>']","['NA', 'NA', 'lín', '<pad>']"
冯玉祥<pad>,"['féng', 'NA', 'NA', '<pad>']","['féng', 'NA', 'NA', '<pad>']"
小混混<pad>,"['NA', 'hùn', 'hùn', '<pad>']","['NA', 'hùn', 'hùn', '<pad>']"
辉绿岩<pad>,"['NA', 'lǜ', 'NA', '<pad>']","['NA', 'lǜ', 'NA', '<pad>']"
<unk>光绿<pad>,"['NA', 'NA', 'lǜ', '<pad>']","['NA', 'NA', 'lǜ', '<pad>']"
健忘症<pad>,"['NA', 'wàng', 'zhèng', '<pad>']","['NA', 'wàng', 'zhèng', '<pad>']"
轧马路<pad>,"['yà', 'NA', 'NA', '<pad>']","['yà', 'NA', 'NA', '<pad>']"
窝囊气<pad>,"['NA', 'nang', 'NA', '<pad>']","['NA', 'nang', 'NA', '<pad>']"
饱私囊<pad>,"['NA', 'NA', 'náng', '<pad>']","['NA', 'NA', 'náng', '<pad>']"
腾冲县<pad>,"['NA', 'chōng', 'NA', '<pad>']","['NA', 'chōng', 'NA', '<pad>']"
缓冲器<pad>,"['NA', 'chōng', 'NA', '<pad>']","['NA', 'chōng', 'NA', '<pad>']"
